document,line_number,character,dialogue
a new hope,338,BEN,This little one isn't worth the effort.  Come let me buy you something...
a new hope,339,BARTENDER,No blasters!  No blaster!
a new hope,340,BEN,This is Chewbacca.  He's first-mate on a ship that might suit our needs.
a new hope,341,THREEPIO,I don't like the look of this.
a new hope,342,HAN,Han Solo.  I'm captain of the Millennium Falcon.  Chewie here tells me you're looking for passage to the Alderaan system.
a new hope,343,BEN,"Yes, indeed.  If it's a fast ship."
a new hope,344,HAN,Fast ship?  You've never heard of the Millennium Falcon?
a new hope,345,BEN,Should I have?
a new hope,346,HAN,It's the ship that made the Kessel run in less than twelve parsecs!
a new hope,347,HAN,"I've outrun Imperial starships, not the local bulk-cruisers, mind you.  I'm talking about the big Corellian ships now.  She's fast enough for you, old man.  What's the cargo?"
a new hope,348,BEN,"Only passengers.  Myself, the boy, two droids, and no questions asked."
a new hope,349,HAN,What is it?  Some kind of local trouble?
a new hope,350,BEN,Let's just say we'd like to avoid any Imperial entanglements.
a new hope,351,HAN,"Well, that's the real trick, isn't it?  And it's going to cost you something extra.  Ten thousand in advance."
a new hope,352,LUKE,Ten thousand?  We could almost buy our own ship for that!
a new hope,353,HAN,"But who's going to fly it, kid!  You?"
a new hope,354,LUKE,You bet I could.  I'm not such a bad pilot myself!  We don't have to sit here and listen...
a new hope,355,BEN,"We haven't that much with us.  But we could pay you two thousand now, plus fifteen when we reach Alderaan."
a new hope,356,HAN,"Seventeen, huh!"
a new hope,357,HAN,Okay.  You guys got yourself a ship.  We'll leave as soon as you're ready.  Docking bay Ninety-four.
a new hope,358,BEN,Ninety-four.
a new hope,359,HAN,Looks like somebody's beginning to take an interest in your handiwork.
a new hope,360,TROOPER,"All right, we'll check it out."
a new hope,361,HAN,Seventeen thousand!  Those guys must really be desperate.  This could really save my neck.  Get back to the ship and get her ready.
a new hope,362,BEN,You'll have to sell your speeder.
a new hope,363,LUKE,That's okay.  I'm never coming back to this planet again.
a new hope,364,GREEDO,"Going somewhere, Solo?"
a new hope,365,HAN,"Yes, Greedo.  As a matter of fact, I was just going to see your boss.  Tell Jabba that I've got his money."
a new hope,366,GREEDO,"It's too late.  You should have paid him when you had the chance.  Jabba's put a price on your head, so large that every bounty hunter in the galaxy will be looking for you.  I'm lucky I found you first."
a new hope,367,HAN,"Yeah, but this time I got the money."
a new hope,368,GREEDO,"If you give it to me, I might forget I found you."
a new hope,369,HAN,I don't have it with me.  Tell Jabba...
a new hope,370,GREEDO,Jabba's through with you.  He has no time for smugglers who drop their shipments at the first sign of an Imperial cruiser.
a new hope,371,HAN,Even I get boarded sometimes.  Do you think I had a choice?
a new hope,372,GREEDO,You can tell that to Jabba.  He may only take your ship.
a new hope,373,HAN,Over my dead body.
a new hope,374,GREEDO,That's the idea I've been looking forward to killing you for a long time.
a new hope,375,HAN,"Yes, I'll bet you have."
a new hope,376,HAN,Sorry about the mess.
a new hope,377,VADER,Her resistance to the mind probe is considerable.  It will be some time before we can extract any information from her.
a new hope,378,IMPERIAL OFFICER,The final check-out is complete.  All systems are operational.  What course shall we set?
a new hope,379,TARKIN,Perhaps she would respond to an alternative form of persuasion.
a new hope,380,VADER,What do you mean?
a new hope,381,TARKIN,I think it is time we demonstrate the full power of this station.Set your course for Princess Leia's home planet of Alderaan.
a new hope,382,TROOPER,With pleasure.
a new hope,383,THREEPIO,"Lock the door, Artoo."
a new hope,384,TROOPER,"All right, check that side of the street.  It's secure.  Move on to the next door."
a new hope,385,THREEPIO,"I would much rather have gone with Master Luke than stay here with you.  I don't know what all this trouble is about, but I'm sure it must be your fault."
a new hope,386,THREEPIO,You watch your language!
a new hope,387,LUKE,"He says it's the best he can do.  Since the XP-38 came out, they"
a new hope,388,BEN,It will be enough.
a new hope,389,BEN,"If the ship's as fast as he's boasting, we ought to do well."
a new hope,390,JABBA,"Come on out, Solo!"
a new hope,391,HAN,"I've been waiting for you, Jabba."
a new hope,392,JABBA,I expected you would be.
a new hope,393,HAN,I'm not the type to run.
a new hope,394,JABBA,"Han, my boy, there are times when you disappoint me... why haven't you paid me?  And why did you have to fry poor Greedo like that... after all we've been through together."
a new hope,395,HAN,You sent Greedo to blast me.
a new hope,396,JABBA,"Han, why you're the best smuggler in the business.  You're too valuable to fry.  He was only relaying my concern at your delays.  He wasn't going to blast you."
a new hope,397,HAN,"I think he thought he was.  Next time don't send one of those twerps.  If you've got something to say to me, come see me yourself."
a new hope,398,JABBA,"Han, Han!  If only you hadn't had to dump that shipment of spice... you understand I just can't make an exception.  Where would I be if every pilot who smuggled for me dumped their shipment at the first sign of an Imperial starship?  It's not good business."
a new hope,399,HAN,"You know, even I get boarded sometimes, Jabba.  I had no choice, but I've gota charter now and I can pay you back, plus a little extra.  I just need some more time."
a new hope,400,JABBA,"Put your blasters away.  Han, my boy, I'm only doing this because you're the best and I need you.  So, for an extra, say... twenty percent I'll give you a little more time... but this is it.  If you disappoint me again, I'll put a price on your head so large you won't be able to go near a civilized system for the rest of your short life."
a new hope,401,HAN,"Jabba, I'll pay you because it's my pleasure."
a new hope,402,LUKE,What a piece of junk.
a new hope,403,HAN,"She'll make point five beyond the speed of light.  She may not look like much, but she's got it where it counts, kid.  I've added some special modifications myself."
a new hope,404,HAN,"We're a little rushed, so if you'll hurry aboard we'll get out of here."
a new hope,405,THREEPIO,"Hello, sir."
a new hope,406,TROOPER,Which way?
a new hope,407,TROOPER,"All right, men.  Load your weapons!"
a new hope,408,TROOPER,Stop that ship!
a new hope,409,TROOPER,Blast 'em!
a new hope,410,HAN,"Chewie, get us out of here!"
a new hope,411,THREEPIO,"Oh, my.  I'd forgotten how much I hate space travel."
a new hope,412,HAN,It looks like an Imperial cruiser.  Our passengers must be hotter than I thought.  Try and hold them off.  Angle the deflector shield while I make the calculations for the jump to light speed.
a new hope,413,HAN,Stay sharp!  There are two more coming in; they're going to try to cut us off.
a new hope,414,LUKE,Why don't you outrun them?  I thought you said this thing was fast.
a new hope,415,HAN,"Watch your mouth, kid, or you're going to find yourself floating home.  We'll be safe enough once we make the jump to hyperspace.  Besides, I know a few maneuvers. We'll lose them!"
a new hope,416,HAN,Here's where the fun begins!
a new hope,417,BEN,How long before you can make the jump to light speed?
a new hope,418,HAN,It'll take a few moments to get the coordinates from the navi-computer.
a new hope,419,LUKE,Are you kidding?  At the rate they're gaining...
a new hope,420,HAN,"Traveling through hyperspace isn't like dusting crops, boy!  Without precise calculations we could fly right through a star or bounce too close to a supernova and that'd end your trip real quick, wouldn't it?"
a new hope,421,LUKE,What's that flashing?
a new hope,422,HAN,"We're losing our deflector shield.  Go strap yourself in, I'm going to make the jump to light speed."
a new hope,423,MOTTI,We've entered the Alderaan system.
a new hope,424,LEIA,"Governor Tarkin, I should have expected to find you holding Vader's leash.  I recognized your foul stench when I was brought on board."
a new hope,425,TARKIN,Charming to the last.  You don't know how hard I found it signing the order to terminate your life!
a new hope,426,LEIA,to take the responsibility yourself!
a new hope,427,TARKIN,"Princess Leia, before your execution I would like you to be my guest at a ceremony that will make this battle station operational.  No star system will dare oppose the Emperor now."
a new hope,428,LEIA,"The more you tighten your grip, Tarkin, the more star systems will slip through your fingers."
a new hope,429,TARKIN,"Not after we demonstrate the power of this station.  In a way, you have determined the choice of the planet that'll be destroyed first.  Since you are reluctant to provide us with the location of the Rebel base, I have chosen to test this station's destructive power... on your home planet of Alderaan."
a new hope,430,LEIA,No!  Alderaan is peaceful.  We have no weapons.  You can't possibly...
a new hope,431,TARKIN,You would prefer another target?  A military target?  Then name the system!
a new hope,432,TARKIN,I grow tired of asking this.  So it'll be the last time.  Where is the Rebel base?
a new hope,433,LEIA,Dantooine.
a new hope,434,LEIA,They're on Dantooine.
a new hope,435,TARKIN,"There.  You see Lord Vader, she can be reasonable. Continue with the operation.  You may fire when ready."
a new hope,436,LEIA,What?
a new hope,437,TARKIN,You're far too trusting.  Dantooine is too remote to make an effective demonstration.  But don't worry.  We will deal with your Rebel friends soon enough.
a new hope,438,LEIA,No!
a new hope,439,VADER,Commence primary ignition.
a new hope,440,LUKE,Are you all right?  What's wrong?
a new hope,441,BEN,I felt a great disturbance in the Force... as if millions of voices suddenly cried out in terror and were suddenly silenced.  I fear something terrible has happened.
a new hope,442,BEN,You'd better get on with your exercises.
a new hope,443,HAN,"Well, you can forget your troubles with those Imperial slugs.  I told you I'd outrun 'em."
a new hope,444,HAN,Don't everyone thank me at once.
a new hope,445,HAN,"Anyway, we should be at Alderaan about oh-two-hundred hours."
a new hope,446,THREEPIO,"Now be careful, Artoo."
a new hope,447,THREEPIO,He made a fair move.  Screaming about it won't help you.
a new hope,448,HAN,Let him have it. It's not wise to upset a Wookiee.
a new hope,449,THREEPIO,"But sir, nobody worries about upsetting a droid."
a new hope,450,HAN,That's 'cause droids don't pull people's arms out of their socket when they lose.  Wookiees are known to do that.
a new hope,451,THREEPIO,"I see your point, sir.  I suggest a new strategy, Artoo.  Let the Wookiee win."
a new hope,452,BEN,"Remember, a Jedi can feel the Force flowing through him."
a new hope,453,LUKE,You mean it controls your actions?
a new hope,454,BEN,Partially. But it also obeys your commands.
a new hope,455,HAN,"Hokey religions and ancient weapons are no match for a good blaster at your side, kid."
a new hope,456,LUKE,"You don't believe in the Force, do you?"
a new hope,457,HAN,"Kid, I've flown from one side of this galaxy to the other.  I've seen a lot of strange stuff, but I've never seen anything to make me believe there's one all-powerful force controlling everything.  There's no mystical energy field that controls my destiny."
